total_Mo,pic_intensite,ratio_actif,ratio_passif,ratio_upload,presence
-0.24109033438097432,-0.1993021736544836,-0.022141739826102628,0.023473291171213957,-0.25625522680588825,0.7897643256684215
-0.3136455598334007,-0.2651263951864574,-0.030913621874616826,0.03224568183349237,0.1484685347241628,-0.28608458922525776
0.03598057876583983,0.21054341436396554,-0.022141739824798855,0.023473291171213957,-1.393473196357037,0.7897643256684215
-0.18775234892777812,-0.006751250802225348,-0.022141739825444765,0.023473291171213957,-0.8636645185589348,0.7897643256684215
-0.30811171609711274,-0.2528686041361323,-0.022141739832565,0.023473291171213957,0.007244291808474516,0.7897643256684215
-0.31366810306747306,-0.27160335144514774,-0.06370114733510915,0.06503510842769686,0.6343278959048512,-1.6515851350518502
-0.25931636571899175,-0.1987201322940693,-0.02214173982656952,0.023473291171213957,-0.8661654909576565,0.7897643256684215
-0.11744485732185977,-0.028056292758830308,-0.022141739825092297,0.023473291171213957,-0.9044877756951496,0.7897643256684215
-0.28014041807910317,-0.2655291678078641,-0.022141739827559542,0.023473291171213957,-0.6906403285145377,0.504940221917723
-0.2436158702350511,0.11743309385576943,-0.02214173982615496,0.023473291171213957,0.7529812497943773,0.7897643256684215
-0.17220722834944396,0.12254341700020696,-0.024370070924850617,0.02570175147704302,-0.9372900006118199,0.7483855212494339
-0.16809534245464391,-0.26712861746628264,-0.06370114733510915,0.06503510843869797,0.5212607870376182,-1.6515851350518502
2.0559785128469827,0.29306989477438816,-0.022141739824460924,0.023473291171213957,-1.4028836371600457,0.7897643256684215
-0.31056060495534343,-0.22015322334996543,-0.02245646174465776,0.023788031330652857,0.11309880400287174,0.3014944335243672
-0.2198539142468314,-0.10561446811675643,-0.04573212680556642,0.047065046002964676,-1.2083957902602012,-0.8378019814784264
-0.249011680015019,-0.25916396349037335,-0.022141739826278303,0.023473291171213957,-0.5986448789968607,0.7897643256684215
-0.31331053269318676,-0.2654104313703396,-0.024722422580545085,0.026054123552666383,-0.21790424264790909,0.707006716830446
-0.3257634151947633,-0.27354038509260653,-0.06370114733510915,0.06503503917003219,0.5212574145087827,-1.6515851350518502
-0.32572179691647585,-0.2734239768205237,-0.06370114733510915,0.06503510514105551,0.5212606264831433,-1.6515851350518502
-0.09919281455991273,-0.23855737116626555,-0.022141739825036564,0.023473291171213957,-0.4341015731823346,0.7083860103110791
-0.32574954243533416,-0.27350313444554003,-0.06370114733510915,0.06503509940443647,0.52126034718062,-1.6515851350518502
-0.30818489490310147,-0.19943953541554135,-0.06370114733510915,0.06503510843141312,0.5248136011235961,-1.6515851350518502
-0.31206302480152043,-0.27128904911052404,-0.022141739834919377,0.023473291171213957,-0.2976538671920614,0.6676968526324077
0.19792874460883778,0.6034748804487753,-0.02255265693100048,0.023884232103928926,-0.7362135670301264,0.7418947283993964
-0.05799730861606583,0.3931484144494642,-0.02235796938469094,0.023689533268701348,-0.89897740146355,-1.2446935582651384
7.3937710256062585,3.7880606361504516,-0.022720267414885288,0.024051852306703866,-0.9286173947152933,0.7483855212494339
0.7322717154641688,0.1880300545431405,-0.02383567233406551,0.025167321900788173,-0.1891262660701261,0.6270076949537366
-0.30168932211938776,-0.2695126588785396,-0.022141739830387072,0.023473291171213957,-0.5407080715873162,0.6270076949537366
0.6140955738099967,0.6531788844627148,-0.03477966606579334,0.03611195020297588,-1.2989392521878607,-0.12056937154930701
-0.31432983369224354,-0.2718291834929885,-0.06370114733510915,0.06503510842700738,0.6374338732288954,-1.6515851350518502
-0.2064164126447709,-0.0957826254566381,-0.022141739825608086,0.023473291171213957,-0.6014882694155292,0.7897643256684215
0.5608755068119481,1.1020235717943636,-0.0232169056644854,0.02454851935295754,-1.0228747097215365,0.5743511379578091
-0.3231990356142849,-0.2690935890990413,-0.06370114733510915,0.06503510838344756,0.5250891172240877,-1.6515851350518502
-0.09944009649673731,-0.016925333782267273,-0.02214173982503726,0.023473291171213957,-1.1536624735887222,0.7897643256684215
-0.3255955548056706,0.25253886260057806,33.43114505990746,-33.431753246280294,13.620632499516319,0.09804864513101114
-0.3257630683757776,-0.2735473695889315,-0.06370114733510915,0.06503504906567233,2.5448023858299442,-1.6515851350518502
-0.018368037211770008,0.08038499718267848,-0.0221417398248693,0.023473291171213957,-1.2565844436188442,0.7897643256684215
-0.311706841703177,-0.25569499698230413,-0.04194438330888104,0.04327708287096414,0.26197755462359784,-0.973432507073997
-0.3201987045687455,-0.2680063358377874,-0.06370114733510915,0.023473291171213957,0.13989944873311966,-1.6515851350518502
-0.32029199887590654,-0.270977074941342,-0.06370114733510915,0.06503510841327723,0.5402371520459912,-1.6515851350518502
-0.31929350701599346,-0.26923793535642404,-0.022141739846671137,0.023473291171213957,0.5070555072518313,0.7897643256684215
-0.32457451971168516,-0.27270224553360994,-0.06370114733510915,0.06503510831858184,0.5212607811894459,-1.6515851350518502
1.6806402551027695,3.2800316551264355,-0.03969493544427643,0.041027504585800435,0.4844004083750615,0.2666180126569346
-0.2542628662779381,-0.2508896635107237,-0.02214173982641622,0.023473291171213957,-0.5503604061177315,0.7897643256684215
-0.32340539291079357,-0.27310501815501664,-0.06370114733510915,0.06503510837853677,0.5465365412096183,-1.6515851350518502
-0.2921302972347319,-0.20927836257198468,-0.03532151687254496,0.03665383242397272,0.38951800823497873,0.6976379309242603
0.36758947105647166,-0.16569277733872032,-0.022141739824608285,0.023473291171213957,0.9940855670078242,0.7897643256684215
-0.4480663559601219,2.057667968796834,-0.07052592906359371,0.0718602858936428,-0.6255247077492708,0.05735948745233981
-0.2828584384702594,-0.2704532377169691,-0.06370114733510915,0.06503510843625272,0.5212607869185649,-1.6515851350518502
